Source,Fishing period,Species fishing year start month,Species code,Fishstock Code,Fishstock fishing year start month,Name,TAC allowance,Reported comm. catch (kg),Reported comm. catch (units),TACC (kg),Cust. allow. (kg),Rec. allow. (kg),Target,In QMS
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD2,10,Northern Spiny Dogfish Central(East),,2,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB1,10,Crab Auckland(East),,1,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL1,10,"Eels, Marine Auckland(East)",,1,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,NSD,NSD6,10,Northern Spiny Dogfish Sub-Antartic,,1,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,UNF,UNF1,10,Unidentified,,1,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ALB,ALBET,10,Albacore Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ANC,ANCET,10,Anchovy  Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ATO,ATOET,10,Antarctic Toothfish Ex Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAR,BARET,10,Barracouta Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS1,10,Bass 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS10,10,Bass Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS2,10,Bass Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS3,10,Bass South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS4,10,Bass South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS5,10,Bass 5 & 6 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS7,10,Bass Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BAS8,10,Bass Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BAS,BASET,10,Bass Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BCO,BCOET,10,Blue Cod Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM1,10,Blue Marlin Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM10,10,Blue Marlin Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM2,10,Blue Marlin Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM3,10,Blue Marlin South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM4,10,Blue Marlin South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM5,10,Blue Marlin Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM6,10,Blue Marlin Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM7,10,Blue Marlin Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM8,10,Blue Marlin Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEM9,10,Blue Marlin Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BEM,BEMET,10,Blue Marlin Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFL1,10,Black Flounder 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFL10,10,Black Flounder Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFL2,10,Black Flounder 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFL3,10,"Black Flounder 3, 4, 5, & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFL7,10,Black Flounder Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BFL,BFLET,10,Black Flounder Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BIG,BIGET,10,Bigeye Tuna Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA10,10,Blue Maomao Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA3,10,Blue Maomao South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA4,10,Blue Maomao South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA5,10,Blue Maomao Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA6,10,Blue Maomao Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMA7,10,Blue Maomao Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BMA,BMAET,10,Blue Maomao Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BNS,BNSET,10,Bluenose Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOE1,10,"Black oreo 1,2A,2B,5A,7A,7B,8,9  (Combined)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOE10,10,Black oreo Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOE3A,10,Black oreo Sth-East (Cook Strait/Kaikoura/Strathallan),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOE4,10,Black oreo South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOE6,10,Black oreo Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOEET,10,Black oreo Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BOE,BOESTR,10,Black oreo South Tasman Rise,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRI1,10,Brill 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRI10,10,Brill Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRI2,10,Brill 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRI3,10,"Brill 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRI7,10,Brill Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BRI,BRIET,10,Brill Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BUT,BUTET,10,Butterfish  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BWS,BWSET,10,Blue Shark Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA10,10,Frilled venus shell Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYA6,10,Frilled venus shell Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,BYA,BYAET,4,Frilled Venus Shell Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,BYX,BYXET,10,Alfonsino Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT10,10,Catfish (Freshwater) Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT2,10,Catfish (Freshwater) Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT3,10,Catfish (Freshwater) South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT4,10,Catfish (Freshwater) South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT5,10,Catfish (Freshwater) Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT6,10,Catfish (Freshwater) Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT7,10,Catfish (Freshwater) Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CAT9,10,Catfish (Freshwater) Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAT,CATET,10,Catfish (Freshwater) Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU10,10,Goldfish Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU3,10,Goldfish South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU4,10,Goldfish South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU5,10,Goldfish Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU6,10,Goldfish Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU7,10,Goldfish Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAU8,10,Goldfish Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CAU,CAUET,10,Goldfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CDL,CDLET,10,Cardinalfish Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR1,10,Convict groper Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR10,10,Convict groper Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR2,10,Convict groper Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR3,10,Convict groper South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR4,10,Convict groper South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR5,10,Convict groper Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR6,10,Convict groper Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR7,10,Convict groper Challenger/Central (Plateau),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR8,10,Convict groper Central (Egmont),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGR9,10,Convict groper Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CGR,CGRET,10,Convict groper Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CHC,CHCET,4,Red crab Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COC10,10,Cockle Kermadec,,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,COC,COCET,10,Cockle Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,CRA,CRAET,4,Spiny red rock lobster Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB10,10,Crab Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB4,10,Crab South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB7,10,Crab Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB8,10,Crab Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRB9,10,Crab Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,CRB,CRBET,10,Crab Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN10,10,Ringed dosinia Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DAN6,10,Ringed dosinia Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DAN,DANET,4,Ringed Dosinia Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU10,10,Silky dosinia Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSU6,10,Silky dosinia Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,DSU,DSUET,4,Silky dosinia Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK1,10,Ecklonia Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK10,10,Ecklonia Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK2,10,Ecklonia Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK3,10,Ecklonia South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK4,10,Ecklonia South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK5,10,Ecklonia Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK6,10,Ecklonia Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK7,10,Ecklonia Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK8,10,Ecklonia Central (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECK9,10,Ecklonia Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ECK,ECKET,10,Ecklonia Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL10,10,"Eels, Marine Kermadec",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL5,10,"Eels, Marine Southland",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL6,10,"Eels, Marine Sub-Antartic",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL7,10,"Eels, Marine Challenger",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL8,10,"Eels, Marine Central(West)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EEL9,10,"Eels, Marine Auckland(West)",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EEL,EELET,10,"Eels, Marine Extra Territorial (200 mile limi",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ELE,ELEET,10,Elephant Fish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,EMA,EMAET,10,Blue Mackerel Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESO1,10,NZ Sole 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESO10,10,NZ Sole Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESO2,10,NZ Sole 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESO3,10,"NZ Sole 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESO7,10,NZ Sole Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,ESO,ESOET,10,NZ Sole Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FLA,FLAET,10,Flatfish Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,FRO,FROET,10,Frostfish Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GAR,GARET,10,Garfish  Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFL1,10,Greenback Flounder 1 & 9 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFL10,10,Greenback Flounder Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFL2,10,Greenback Flounder 2 & 8 Combined,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFL3,10,"Greenback Flounder 3, 4, 5 & 6 Combined",,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFL7,10,Greenback Flounder Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GFL,GFLET,10,Greenback Flounder Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA1,10,Gigartina Sp. Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA10,10,Gigartina Sp. Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA2,10,Gigartina Sp. Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA3,10,Gigartina Sp. South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA4,10,Gigartina Sp. South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA5,10,Gigartina Sp. Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA6,10,Gigartina Sp. Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA7,10,Gigartina Sp. Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA8,10,Gigartina Sp. Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGA9,10,Gigartina Sp. Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GGA,GGAET,10,Gigartina Sp. Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX1,10,Galaxiid (Adult) Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX10,10,Galaxiid (Adult) Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX2,10,Galaxiid (Adult) Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX3,10,Galaxiid (Adult) South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX4,10,Galaxiid (Adult) South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX5,10,Galaxiid (Adult) Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX6,10,Galaxiid (Adult) Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX7,10,Galaxiid (Adult) Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX8,10,Galaxiid (Adult) Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLX9,10,Galaxiid (Adult) Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GLX,GLXET,10,Galaxiid (Adult) Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GMU,GMUET,10,Grey Mullet Extra Territorial (200 mile limit),,,,,,,Yes,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA1,10,Gracilaria Weed Auckland (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA10,10,Gracilaria Weed Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA2,10,Gracilaria Weed Central (East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA3,10,Gracilaria Weed South-East (Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA4,10,Gracilaria Weed South-East (Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA5,10,Gracilaria Weed Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA6,10,Gracilaria Weed Sub-Antarctic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA7,10,Gracilaria Weed Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA8,10,Gracilaria Weed Central (West),,0,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRA9,10,Gracilaria Weed Auckland (West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRA,GRAET,10,Gracilaria Weed Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP1,10,Grass Carp Auckland(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP10,10,Grass Carp Kermadec,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP2,10,Grass Carp Central(East),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP3,10,Grass Carp South-East(Coast),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP4,10,Grass Carp South-East(Chatham Rise),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP5,10,Grass Carp Southland,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP6,10,Grass Carp Sub-Antartic,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP7,10,Grass Carp Challenger,,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP8,10,Grass Carp Central(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRP9,10,Grass Carp Auckland(West),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GRP,GRPET,10,Grass Carp Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,4,GSC,GSCET,4,Giant Spider Crab Extra Territorial (200 mile limit),,,,,,,No,No
"Ministry for Primary Industries, New Zealand",for 12 months to 30-09-2018,10,GSH,GSHET,10,Ghost Shark Extra Territorial (200 mile limit),,,,,,,No,No
